station_code,station_name,longitude,latitude,elevation_m,observed_at,air_temperature_c,quality
FIX-HUNZA-01,Fixture station 01,74.6600,36.3200,2450,2026-01-02T18:00:00+05:00,-1.3,good
FIX-HUNZA-01,Fixture station 01,74.6600,36.3200,2450,2026-01-02T19:00:00+05:00,-2.2,good
FIX-HUNZA-01,Fixture station 01,74.6600,36.3200,2450,2026-01-02T20:00:00+05:00,-3.2,good
FIX-HUNZA-01,Fixture station 01,74.6600,36.3200,2450,2026-01-02T21:00:00+05:00,-4.2,good
FIX-HUNZA-01,Fixture station 01,74.6600,36.3200,2450,2026-01-02T22:00:00+05:00,-5.3,good
FIX-HUNZA-01,Fixture station 01,74.6600,36.3200,2450,2026-01-02T23:00:00+05:00,-6.3,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-01T00:00:00+05:00,-8.3,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-01T01:00:00+05:00,-9.0,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-01T02:00:00+05:00,-9.5,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-01T03:00:00+05:00,-9.7,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-01T04:00:00+05:00,-9.6,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-01T05:00:00+05:00,-9.2,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-01T06:00:00+05:00,-8.6,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-01T07:00:00+05:00,-7.8,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-01T08:00:00+05:00,-6.9,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-01T09:00:00+05:00,-6.0,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-01T10:00:00+05:00,-5.0,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-01T11:00:00+05:00,-4.0,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-01T12:00:00+05:00,-3.3,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-01T13:00:00+05:00,-2.7,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-01T14:00:00+05:00,-2.3,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-01T15:00:00+05:00,-2.2,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-01T16:00:00+05:00,-2.4,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-01T17:00:00+05:00,,missing
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-01T18:00:00+05:00,-3.6,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-01T19:00:00+05:00,-4.5,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-01T20:00:00+05:00,-5.5,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-01T21:00:00+05:00,-6.5,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-01T22:00:00+05:00,-7.6,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-01T23:00:00+05:00,-8.7,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-02T00:00:00+05:00,-9.5,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-02T01:00:00+05:00,-10.2,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-02T02:00:00+05:00,-10.7,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-02T03:00:00+05:00,-10.8,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-02T04:00:00+05:00,-10.8,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-02T05:00:00+05:00,-10.4,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-02T06:00:00+05:00,-9.8,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-02T07:00:00+05:00,-9.1,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-02T08:00:00+05:00,-8.1,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-02T09:00:00+05:00,-7.2,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-02T10:00:00+05:00,-6.2,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-02T11:00:00+05:00,-5.2,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-02T12:00:00+05:00,-4.5,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-02T13:00:00+05:00,-3.9,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-02T14:00:00+05:00,-3.5,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-02T15:00:00+05:00,-3.5,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-02T16:00:00+05:00,-3.6,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-02T17:00:00+05:00,-4.1,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-02T18:00:00+05:00,-4.8,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-02T19:00:00+05:00,-5.7,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-02T20:00:00+05:00,-6.7,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-02T21:00:00+05:00,-7.7,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-02T22:00:00+05:00,-8.8,good
FIX-HUNZA-02,Fixture station 02,74.8200,36.4100,2900,2026-01-02T23:00:00+05:00,-9.8,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-01T00:00:00+05:00,-2.3,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-01T01:00:00+05:00,-3.0,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-01T02:00:00+05:00,-3.5,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-01T03:00:00+05:00,-3.6,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-01T04:00:00+05:00,-3.6,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-01T05:00:00+05:00,-3.2,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-01T06:00:00+05:00,-2.6,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-01T07:00:00+05:00,-1.8,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-01T08:00:00+05:00,-0.9,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-01T09:00:00+05:00,0.0,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-01T10:00:00+05:00,1.0,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-01T11:00:00+05:00,1.9,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-01T12:00:00+05:00,2.7,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-01T13:00:00+05:00,3.3,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-01T14:00:00+05:00,3.7,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-01T15:00:00+05:00,3.8,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-01T16:00:00+05:00,3.6,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-01T17:00:00+05:00,3.1,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-01T18:00:00+05:00,2.4,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-01T19:00:00+05:00,1.5,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-01T20:00:00+05:00,0.5,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-01T21:00:00+05:00,-0.5,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-01T22:00:00+05:00,-1.6,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-01T23:00:00+05:00,-2.7,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-02T00:00:00+05:00,-3.5,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-02T01:00:00+05:00,-4.2,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-02T02:00:00+05:00,-4.7,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-02T03:00:00+05:00,-4.8,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-02T04:00:00+05:00,-4.8,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-02T05:00:00+05:00,-4.4,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-02T06:00:00+05:00,12.4,suspect
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-02T07:00:00+05:00,-3.0,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-02T08:00:00+05:00,-2.1,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-02T09:00:00+05:00,-1.2,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-02T10:00:00+05:00,-0.2,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-02T11:00:00+05:00,0.8,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-02T12:00:00+05:00,1.5,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-02T13:00:00+05:00,2.1,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-02T14:00:00+05:00,2.5,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-02T15:00:00+05:00,2.5,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-02T16:00:00+05:00,2.4,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-02T17:00:00+05:00,1.9,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-02T18:00:00+05:00,1.2,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-02T19:00:00+05:00,0.4,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-02T20:00:00+05:00,-0.7,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-02T21:00:00+05:00,-1.7,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-02T22:00:00+05:00,-2.8,good
FIX-HUNZA-03,Fixture station 03,74.5100,36.1800,2100,2026-01-02T23:00:00+05:00,-3.9,good
